"Country.Name","Country.Code","year","cpi","trade_openness","agr_share","Region","IncomeGroup","edu","country","currency_unit","rgdpe","rgdpo","pop","emp","avh","hc","ccon","cda","cgdpe","cgdpo","cn","ck","ctfp","cwtfp","rgdpna","rconna","rdana","rnna","rkna","rtfpna","rwtfpna","labsh","irr","delta","xr","pl_con","pl_da","pl_gdpo","i_cig","i_xm","i_xr","i_outlier","i_irr","cor_exp","statcap","csh_c","csh_i","csh_g","csh_x","csh_m","csh_r","pl_c","pl_i","pl_g","pl_x","pl_m","pl_n","pl_k","gdp_log","k_log","employment_log","cpi_log","trade_openness_log","agr_share_log","edu_log","Y_L"
"Mali","MLI",1992,-6.24250599520423,49.502005045246,36.99633281,"Sub-Saharan Africa","Low income",NA,"Mali","CFA Franc BCEAO",6412.4013671875,6393.7431640625,8.850334,2.67669105529785,NA,1.11093986034393,6646.52197265625,7380.296875,6266.94775390625,6240.923828125,7119.9892578125,NA,NA,NA,3857.60986328125,3549.97924804688,4242.20556640625,7896.7978515625,NA,NA,NA,NA,NA,0.0539105087518692,264.691800750579,0.443432033061981,0.493903309106827,0.495962828397751,"Interpolated","Benchmark","Market-based","Regular",NA,NA,NA,0.840507090091705,0.117574721574783,0.224482983350754,0.0686396062374115,-0.0956382676959038,-0.155566155910492,0.472557187080383,0.951071321964264,0.334381908178329,0.501220285892487,0.474269896745682,0.86235773563385,NA,8.25780306426759,NA,0.984581350817364,NA,3.90201317471887,3.61081879448894,NA,2388.67431166838
"Myanmar","MMR",1992,21.9132104007913,NA,NA,"East Asia & Pacific","Lower middle income",NA,"Myanmar","Kyat",34150.61328125,37751.48046875,42.401684,15.7370004653931,2441.47603456314,1.40582382678986,32512.404296875,34630.53515625,34322.61328125,37512.8203125,18867.43359375,NA,NA,NA,28174.09765625,31366.51953125,29913.60546875,17789.19140625,NA,NA,NA,NA,NA,0.0810313150286674,41.8010171831211,0.197407886385918,0.212486043572426,0.194415554404259,"Extrapolated","Benchmark","Estimated","Regular",NA,NA,NA,0.78992372751236,0.056464210152626,0.076777383685112,0.0514692738652229,-0.120050363242626,0.145415753126144,0.192457005381584,0.443928986787796,0.248345032334328,0.463084757328033,0.448560923337936,0.364214330911636,NA,10.2461583119976,NA,2.7560146571919,3.08708966960963,NA,NA,NA,2398.89936787945
"Mongolia","MNG",1992,NA,65.2956469006826,25.55710631,"East Asia & Pacific","Lower middle income",NA,"Mongolia","Tugrik",5681.33837890625,5845.7451171875,2.243495,0.746864676475525,NA,2.49304699897766,4509.67822265625,5547.78369140625,5370.197265625,5459.26025390625,22002.474609375,0.000488738005515188,0.329279214143753,0.332543700933456,8277.27734375,6041.294921875,9095.83203125,78822.2265625,0.385746955871582,0.616146326065063,0.650475680828094,0.412747025489807,0.186712488532066,0.0332408398389816,55.6700727974212,0.252029955387115,0.284587562084198,0.279944777488708,"Extrapolated","Benchmark","Estimated","Regular","Outlier",NA,NA,0.596010208129883,0.190154984593391,0.230050101876259,0.0330635234713554,-0.0533016622066498,0.0040228646248579,0.286719888448715,0.426022440195084,0.162155896425247,0.454109936952591,0.476497650146484,0.15873484313488,0.741238117218018,9.0212693700865,-0.952573679224102,-0.291871266249975,NA,4.17892537097734,3.24091541144157,NA,7827.04725677178
"Mozambique","MOZ",1992,NA,NA,29.71481091,"Sub-Saharan Africa","Low income",NA,"Mozambique","Metical",7548.0634765625,9014.2734375,13.806001,5.76960039138794,NA,1.11630368232727,9264.556640625,10586.2490234375,7653.44775390625,8618.0048828125,14267.3037109375,0.000379346194677055,0.328798949718475,0.401388108730316,5949.2568359375,5811.20751953125,7109.6201171875,17492.212890625,0.181144088506699,0.579186737537384,0.610199749469757,0.418456733226776,0.115153342485428,0.037575401365757,2.51655416666667,0.312383025884628,0.344942718744278,0.306335538625717,"Extrapolated","Benchmark","Market-based","Regular","Regular",NA,NA,0.979522824287415,0.15336412191391,0.0955005064606667,0.0583964847028255,-0.286783874034882,1.50518542074707e-10,0.28932511806488,0.573173582553864,0.548882007598877,0.483208626508713,0.5077183842659,0.548911154270172,1.63362681865692,8.69102158921572,-1.70846249531347,1.75260282186309,NA,NA,3.39164560534558,NA,1562.37396457392
"Mauritania","MRT",1992,10.141817562151,42.3279201206499,28.54553789,"Sub-Saharan Africa","Lower middle income",NA,"Mauritania","Ouguiya",6960.744140625,7047.30859375,2.142645,0.546323597431183,NA,1.37613463401794,6647.8837890625,7810.60400390625,6790.09033203125,6786.64990234375,37749.359375,0.000743825279641896,0.515787243843079,0.589927315711975,9235.23828125,6971.1982421875,8533.8720703125,48315.76171875,0.409052073955536,1.06265425682068,1.0421222448349,0.516631722450256,0.033069621771574,0.0325666591525078,8.702675,0.383587539196014,0.366171002388,0.366356611251831,"Extrapolated","Benchmark","Market-based","Regular","Regular",NA,NA,0.762877345085144,0.171324625611305,0.216675698757172,0.132030814886093,-0.141938507556915,-0.140969976782799,0.401858687400818,0.266591519117355,0.319258004426956,0.466665297746658,0.458158403635025,0.436909168958664,0.652182459831238,9.13078169427665,-0.893912810859178,-0.604543809508431,2.31666722886071,3.74544691844852,3.351500632819,NA,12899.5134511606
"Malawi","MWI",1992,23.7513530230399,NA,29.05517319,"Sub-Saharan Africa","Low income",NA,"Malawi","Kwacha",9391.8369140625,9468.09375,9.685973,4.03192710876465,NA,1.40144062042236,9615.767578125,10929.5869140625,9531.130859375,9563.6650390625,17639.21875,NA,NA,NA,7594.44482421875,7809.1572265625,7870.30859375,12150.423828125,NA,NA,NA,NA,NA,0.0501386187970638,3.60327541666667,0.315509289503098,0.344670981168747,0.343498438596725,"Interpolated","Benchmark","Market-based","Regular",NA,NA,NA,0.872008442878723,0.137376129627228,0.133439466357231,0.10039808601141,-0.0852347016334534,-0.157987430691719,0.312301695346832,0.558103740215302,0.336470425128937,0.481067091226578,0.521262109279633,0.35712143778801,NA,8.93517231482273,NA,1.39424445242228,3.16763949824911,NA,3.36919654627337,NA,2348.27998983864
"Niger","NER",1992,-4.47561790247178,28.7066499462238,33.15940978,"Sub-Saharan Africa","Low income",NA,"Niger","CFA Franc BCEAO",9609.70703125,9672.765625,8.56677,3.55349516868591,NA,1.06888604164124,9023.251953125,10034.2080078125,9456.4716796875,9431.353515625,45315.66015625,0.000881607760675251,0.274715214967728,0.290462732315063,8085.15087890625,8305.6435546875,9264.494140625,63813.02734375,0.445926338434219,0.83514279127121,0.84002411365509,0.579180181026459,0.0672406852245331,0.0261123422533274,264.691800750579,0.373292416334152,0.366528362035751,0.36750453710556,"Extrapolated","Benchmark","Market-based","Regular","Regular",NA,NA,0.698805153369904,0.107191011309624,0.257924109697342,0.0393772982060909,-0.0400879792869091,-0.0632096081972122,0.409256428480148,0.306155979633331,0.27585357427597,0.490059733390808,0.461979478597641,0.298709124326706,0.667820811271667,8.99778443342103,-0.807601501063955,1.26793167369079,NA,3.35712880136935,3.50132653095308,NA,2722.04271170488
"Nigeria","NGA",1992,44.588842715023,NA,20.32115887,"Sub-Saharan Africa","Lower middle income",NA,"Nigeria","Naira",69085.4609375,80712,100.16171,31.5402545928955,NA,1.26666474342346,43273.75,65243.23046875,72269.3359375,90330.078125,626259.3125,0.0126440897583961,0.221987679600716,0.159342125058174,317744.84375,277074.25,391296,2093449.875,0.661951541900635,0.779338836669922,0.95891010761261,0.52199125289917,0.00999999977648258,0.0317656323313713,17.298425,0.562794804573059,0.724739015102386,0.579833447933197,"Interpolated","Benchmark","Market-based","Outlier","Lower bound",NA,NA,0.472989678382874,0.243213325738907,0.00607278291136026,0.442270338535309,-0.156778544187546,-0.00776758464053273,0.544918894767761,1.04372382164001,1.95508992671967,0.313156545162201,0.495117992162704,0.840865552425385,0.799256861209869,12.66900396154,-0.412562925270215,3.45126465356622,3.79748366438966,NA,3.01166265208801,NA,2559.01548804176
"Nicaragua","NIC",1992,NA,70.5176260597947,NA,"Latin America & Caribbean","Lower middle income",NA,"Nicaragua","Cordoba Oro",13937.2119140625,14998.8837890625,4.364512,1.12370002269745,NA,1.75760972499847,13659.9287109375,16461.732421875,13856.748046875,14679.328125,56603.2109375,0.00113276147749275,0.550294160842896,0.613285958766937,13603.609375,13919.3818359375,15842.41015625,60798.2734375,0.439758837223053,0.99658876657486,1.03212475776672,0.540404677391052,0.0814934968948364,0.0356380231678486,5,0.288303196430206,0.279614865779877,0.263946205377579,"Extrapolated","Benchmark","Market-based","Regular","Regular",NA,NA,0.778773367404938,0.190867334604263,0.151782095432281,0.0549369379878044,-0.175828754901886,-0.000530995486769825,0.294920057058334,0.237255856394768,0.254352927207947,0.497769206762314,0.436936765909195,0.253234148025513,0.634543180465698,9.51809043173365,-0.821528799550353,0.11662683213057,NA,4.25586269360222,NA,NA,13347.7649604897
"Nepal","NPL",1992,17.149523624344,41.6954131372025,42.66526274,"South Asia","Lower middle income",NA,"Nepal","Nepalese Rupee",21965.767578125,23713.228515625,19.93832,7.88245344161987,NA,1.32559478282928,21754.435546875,25531.14453125,22622.236328125,24164.021484375,52798.50390625,NA,NA,NA,30923.640625,25686.767578125,26776.8203125,67032.3671875,NA,NA,NA,NA,NA,0.0357915088534355,42.7175,0.161094024777412,0.166065394878387,0.155469581484795,"Interpolated","Benchmark","Market-based","Regular",NA,NA,NA,0.698423862457275,0.156294703483582,0.201858177781105,0.0295724701136351,-0.0576381199061871,-0.0285110808908939,0.192931592464447,0.19470126926899,0.0509369447827339,0.446677535772324,0.499114096164703,0.140413269400597,NA,10.3392762391401,NA,2.06463920586967,2.84197039621998,3.7303911260449,3.75338507017889,NA,3008.35630571791
"Pakistan","PAK",1992,9.5090414619015,37.6945397210631,23.31001292,"South Asia","Lower middle income",NA,"Pakistan","Pakistan Rupee",312202.71875,317332.84375,113.911126,28.144115447998,2191.65720503721,1.39399611949921,278981.09375,316975.46875,310677.40625,315102.84375,356843.4375,NA,NA,NA,370616.78125,321287.15625,385145.90625,739822.0625,NA,NA,NA,NA,NA,0.0748955905437469,25.0827916666667,0.187351301312447,0.202648684382439,0.199802592396736,"Interpolated","Benchmark","Market-based","Regular",NA,NA,NA,0.694913804531097,0.120577707886696,0.190451383590698,0.0603992938995361,-0.0693836957216263,0.00304153794422746,0.210988029837608,0.314972668886185,0.101106271147728,0.438172578811646,0.448569774627686,0.251350939273834,NA,12.8229238731088,NA,3.33733829003334,2.25224307882769,3.6295152489793,3.14888300731607,NA,11275.2821930516
"Philippines","PHL",1992,8.65100357865265,44.9911427301615,19.10732173,"East Asia & Pacific","Lower middle income",NA,"Philippines","Philippine Peso",254279.21875,272280.84375,65.020116,23.3652381896973,2176.11104785618,2.26803517341614,224278.09375,272051.03125,255863.65625,266897.21875,653034.1875,0.014942729845643,0.488724678754807,0.495073050260544,256893.453125,229556.875,266217.6875,741502.1875,0.316650986671448,0.801504790782928,0.775361716747284,0.437833726406097,0.154053658246994,0.0460699312388897,25.5124916666667,0.214895889163017,0.229400828480721,0.219917371869087,"Interpolated","Benchmark","Market-based","Regular","Regular",NA,NA,0.654202580451965,0.178993791341782,0.186113774776459,0.0734650194644928,-0.125614866614342,0.03283965960145,0.244036883115768,0.29749670624733,0.112463288009167,0.501045703887939,0.461287468671799,0.237671002745628,0.891334772109985,12.4564166986355,-1.14995510005598,3.1512493703952,2.1576753348674,3.80646564217847,2.95007159824708,NA,11653.2449418838
"Papua New Guinea","PNG",1992,4.30961457009748,93.5519772673455,24.47312337,"East Asia & Pacific","Lower middle income",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4608484732253,4.53851718843843,3.19757551009382,NA,NA
"Korea, Dem. People's Rep.","PRK",1992,NA,NA,NA,"East Asia & Pacific","Low income",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rwanda","RWA",1992,9.56041187600816,23.8314470330714,33.23761507,"Sub-Saharan Africa","Low income",NA,"Rwanda","Rwanda Franc",7480.9423828125,7668.5146484375,6.702244,2.95781373977661,NA,1.27976977825165,8227.3505859375,8608.9013671875,7299.134765625,7343.306640625,4466.73388671875,0.000134596935822628,0.393293380737305,0.458217233419418,5877.70654296875,7326.5205078125,7371.89990234375,6330.79150390625,0.156006634235382,0.726036727428436,0.854589819908142,0.741010069847107,0.103153377771378,0.0561895333230495,133.938583325,0.246742695569992,0.262328267097473,0.260750293731689,"Interpolated","Benchmark","Market-based","Regular","Low capital share",NA,NA,0.725299715995789,0.0519589334726334,0.39508792757988,0.0262887254357338,-0.034959401935339,-0.163675904273987,0.288593083620071,0.59839916229248,0.169914066791534,0.484630197286606,0.482019901275635,0.493020832538605,1.48719036579132,8.67892192109304,-1.85785674548697,1.08445039400873,2.2576308093997,3.17100601243415,3.50368221861655,NA,2592.62932797677
"Sudan","SDN",1992,117.624468896394,19.6706332930978,38.54295443,"Sub-Saharan Africa","Low income",NA,"Sudan","Sudanese Pound",43710.125,46589.73828125,21.696244,5.02118444442749,NA,1.25394880771637,41697.9140625,48260.20703125,44780.79296875,47146,64330.89453125,0.00120043335482478,0.804794013500214,0.818705797195435,47423.296875,46249.65234375,54105.9140625,85018.4921875,0.20790109038353,0.820357739925385,0.913014233112335,0.780470848083496,0.0726379454135895,0.0258720461279154,0.0974,0.140968635678291,0.151371076703072,0.143777117133141,"Extrapolated","Benchmark","Market-based","Regular","Low capital share",NA,NA,0.822440266609192,0.139190867543221,0.0620019882917404,0.00294104008935392,-0.0265741925686598,-2.68346258088369e-16,0.145412400364876,0.217469900846481,0.0820232629776001,0.478493571281433,0.473338276147842,0.235112607479095,0.500369906425476,10.7668688821921,-1.5706928393819,1.61366585097805,4.76749708266809,2.97912682776972,3.65177331884414,NA,9278.63511027867
"Senegal","SEN",1992,-0.109942967085646,41.4568617276384,17.14343299,"Sub-Saharan Africa","Lower middle income",NA,"Senegal","CFA Franc BCEAO",21009.9296875,21325.212890625,7.990096,2.76476550102234,NA,1.20973610877991,19847.494140625,20859.576171875,21137.478515625,21057.884765625,49729.76953125,0.00098535988945514,0.647715330123901,0.637637197971344,17524.4609375,17308.6015625,17799.330078125,49428.0546875,0.338319420814514,1.026686668396,0.938438773155212,0.486602395772934,0.133606746792793,0.0357952974736691,264.691800750579,0.380746990442276,0.401737630367279,0.40325602889061,"Interpolated","Benchmark","Market-based","Regular","Regular",NA,NA,0.765624344348907,0.0480619072914124,0.176896438002586,0.0673822090029716,-0.128747016191483,0.0707821622490883,0.387503743171692,0.813375115394592,0.351503163576126,0.481371074914932,0.432456016540527,0.49342542886734,1.78589940071106,9.7713529518006,-1.08376479776512,1.01695582162091,NA,3.72465341016389,2.8416151842459,NA,7713.20854616404
"Solomon Islands","SLB",1992,10.7511603675285,149.791776736118,64.67323432,"East Asia & Pacific","Lower middle income",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.37501368991389,5.00924617462385,4.16934742688767,NA,NA
"Sierra Leone","SLE",1992,NA,64.4928752528777,35.88728794,"Sub-Saharan Africa","Low income",NA,"Sierra Leone","Leone",6462.7587890625,6585.2744140625,4.347724,1.48280608654022,NA,1.26077151298523,6233.68896484375,6466.6865234375,6339.888671875,6323.78955078125,4886.583984375,0.000154714129166678,0.618086099624634,0.628133654594421,7463.162109375,6138.11279296875,6226.5693359375,8815.599609375,0.46548518538475,1.21106266975403,0.886751651763916,0.536417305469513,0.171913981437683,0.0403614155948162,499.441833333333,0.138339981436729,0.145168259739876,0.145537808537483,"Interpolated","Benchmark","Market-based","Regular","Regular",NA,NA,0.848485291004181,0.0368445925414562,0.137266829609871,0.0661054253578186,-0.0778303220868111,-0.0108718378469348,0.143053203821182,0.32785376906395,0.10920624434948,0.494465589523315,0.437044948339462,0.276630103588104,1.11314797401428,8.91773447863941,-0.764675007938471,0.393936297047428,NA,4.16655475650474,3.58038313640848,NA,4441.08941407685
"Somalia","SOM",1992,NA,NA,NA,"Sub-Saharan Africa","Low income",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"South Sudan","SSD",1992,NA,NA,NA,"Sub-Saharan Africa","Low income",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sao Tome and Principe","STP",1992,NA,NA,NA,"Sub-Saharan Africa","Lower middle income",NA,"Sao Tome and Principe","Dobra",214.497329711914,232.949523925781,0.124576,0.034610953181982,NA,NA,288.700561523438,332.962188720703,199.608917236328,200.41096496582,361.428833007812,1.11503859443474e-05,NA,NA,328.098846435547,254.636184692383,359.623352050781,1345.67749023438,0.345779180526733,NA,NA,0.738317966461182,0.0172618851065636,0.05907217040658,0.321337083333333,0.400100946426392,0.451956242322922,0.450147479772568,"Extrapolated","Benchmark","Market-based","Regular","Low capital share",NA,NA,1.28362154960632,0.22085428237915,0.156921193003654,0.0584831237792969,-0.412155210971832,-0.307724922895432,0.338531285524368,0.790187120437622,0.903743326663971,0.528355717658997,0.468535929918289,0.738730788230896,0.854599714279175,5.793314924068,-1.06195491423505,-3.36358508106165,NA,NA,NA,NA,6730.51454841329
"Eswatini","SWZ",1992,7.55829536317337,133.442034207466,7.719655179,"Sub-Saharan Africa","Lower middle income",NA,"Eswatini","Lilangeni",6037.55615234375,6318.15625,0.866993,0.20046304166317,NA,1.76269936561584,6018.75634765625,7031.32763671875,5895.53173828125,6104.76171875,9361.3046875,0.000277424260275438,1.11576366424561,1.27714359760284,4456.89599609375,2859.47290039062,4333.12158203125,17801.29296875,0.674341082572937,0.771064460277557,0.689983129501343,0.612078845500946,0.182854980230331,0.0721149817109108,2.85201416666667,0.242555290460587,0.250129997730255,0.241557225584984,"Interpolated","Extrapolated","Market-based","Regular","Regular",NA,NA,0.798967301845551,0.165865808725357,0.186944395303726,0.181473314762115,-0.30059215426445,-0.0326587036252022,0.257744342088699,0.295154362916946,0.177639901638031,0.584821343421936,0.481640696525574,0.203564539551735,0.832319736480713,8.40220783771664,-0.39401923884373,-1.60712538008354,2.02264568370504,4.89366718285475,2.04376969710649,NA,31517.8109519866
"Syrian Arab Republic","SYR",1992,11.0091743119265,63.888006888572,31.71245594,"Middle East & North Africa","Low income",NA,"Syrian Arab Republic","Syrian Pound",16057.1337890625,16329.748046875,13.187663,3.53113746643066,NA,1.8296936750412,14666.3193359375,16267.7568359375,14606.2880859375,15294.1513671875,22800.2421875,NA,NA,NA,112924.78125,67118.3828125,73878.2265625,209474.34375,NA,NA,NA,NA,NA,0.0427260771393776,25.7245496824723,0.868795394897461,0.989061057567596,0.944577515125275,"Interpolated","Benchmark","Estimated","Outlier",NA,NA,NA,0.660028517246246,0.104709148406982,0.298921018838882,0.252324312925339,-0.214229866862297,-0.101753167808056,1.05590212345123,2.09048104286194,0.455656886100769,0.349739879369736,0.464827954769135,1.94040215015411,NA,11.6344772233945,NA,1.26162004749138,2.39872895354694,4.15713165814349,3.45670953556693,NA,4624.50080239481
"Chad","TCD",1992,-3.11303067214949,35.904560029092,34.32437022,"Sub-Saharan Africa","Low income",NA,"Chad","CFA Franc BEAC",7584.69091796875,7517.52001953125,6.356748,2.4032678604126,NA,NA,8559.9990234375,9050.4013671875,7729.28955078125,7776.87744140625,9769.86328125,0.000216899992665276,NA,NA,5868.0322265625,9693.2470703125,7577.09228515625,9197.4462890625,0.155612498521805,NA,NA,0.463981032371521,0.121276751160622,0.0294812023639679,264.691800750579,0.233068630099297,0.245312958955765,0.243811830878258,"Extrapolated","Interpolated","Market-based","Regular","Regular",NA,NA,1.03394103050232,0.0630590096116066,0.0667576864361763,0.0215418990701437,-0.0257448963820934,-0.159554675221443,0.225986361503601,0.459038406610489,0.34275871515274,0.482908248901367,0.511730134487152,0.580844104290009,1.89139866828918,8.67727463116369,-1.86038634577344,0.876829419710894,NA,3.58086430773681,3.53585560392563,NA,3128.04084112398
"Togo","TGO",1992,1.39378663675941,63.0861816274217,15.44790554,"Sub-Saharan Africa","Low income",NA,"Togo","CFA Franc BCEAO",6197.22021484375,6678.1240234375,3.945905,1.57943367958069,NA,1.53602015972137,5694.37353515625,6547.30615234375,6127.314453125,6364.3564453125,15801.236328125,0.00037903172778897,0.296753764152527,0.303391367197037,5622.38916015625,4950.3017578125,5873.24072265625,25410.658203125,0.533894777297974,0.758992195129395,0.752434074878693,0.806201457977295,0.00999999977648258,0.0391365326941013,264.691800750579,0.335815101861954,0.347846210002899,0.334890604019165,"Extrapolated","Benchmark","Market-based","Regular","Lower bound",NA,NA,0.764017999172211,0.134017109870911,0.130710914731026,0.063359871506691,-0.188282519578934,0.0961766019463539,0.338522106409073,0.428168892860413,0.319992274045944,0.469367533922195,0.450931519269943,0.464738696813583,0.439880609512329,8.63451197001643,-0.627556505696583,0.457066352142124,0.33202424234496,4.1445017539235,2.73747343040011,NA,4228.17628228013
"Tajikistan","TJK",1992,NA,NA,29.52086553,"Europe & Central Asia","Lower middle income",NA,"Tajikistan","Somoni",18818.953125,19218.453125,5.502494,1.90997624397278,NA,2.92576217651367,20381.107421875,21959.365234375,17724.84375,18159.8359375,78857.953125,NA,NA,NA,17601.583984375,11517.0166015625,15567.78125,528159.0625,NA,NA,NA,0.537161827087402,0.0339931510388851,0.0365802049636841,0.000322185748718081,0.0939113348722458,0.111708357930183,0.109032541513443,"Extrapolated","Benchmark","Estimated","Regular","Regular",NA,NA,0.480992287397385,0.0869092270731926,0.641325533390045,0.0400082878768444,-0.049797784537077,-0.199437543749809,0.134943425655365,0.34153339266777,0.0631373897194862,0.438641011714935,0.438821077346802,0.164920210838318,NA,9.77574417608878,NA,0.647090804270602,NA,NA,3.3850973194244,NA,10062.1424929482
"Timor-Leste","TLS",1992,NA,NA,NA,"East Asia & Pacific","Lower middle income",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tunisia","TUN",1992,5.82434514637906,86.0000875541741,16.12237155,"Middle East & North Africa","Lower middle income",NA,"Tunisia","Tunisian Dinar",56648.2265625,59757.15234375,8.613861,2.4032895565033,NA,1.64442181587219,50473.3671875,59095.1796875,55449.7265625,58426.1796875,197995.3125,0.00419769017025828,0.82463663816452,0.82890772819519,51729.1640625,43000.984375,57355.7421875,146300.8125,0.446758061647415,0.962011694908142,0.981444716453552,0.551500856876373,0.0740433037281036,0.0458084791898727,0.884433333333333,0.268216818571091,0.306837767362595,0.291206240653992,"Interpolated","Benchmark","Market-based","Regular","Regular",NA,NA,0.686955690383911,0.147567614912987,0.176927074790001,0.154610008001328,-0.240885674953461,0.0748252868652344,0.267017424106598,0.532930433750153,0.272873759269714,0.447224259376526,0.45697957277298,0.306399792432785,0.733773171901703,10.8537770032401,-0.805738080007671,0.87683844741568,1.76204657190955,4.45434831432478,2.78020784474397,NA,24864.7326669595
"Tanzania","TZA",1992,21.8468468468473,51.795415358156,30.78503611,"Sub-Saharan Africa","Lower middle income",NA,"U.R. of Tanzania: Mainland","Tanzanian Shilling",24590.615234375,25942.44140625,26.239197,11.211856842041,NA,1.34720063209534,25058.236328125,33059.0390625,25738.69921875,26671.181640625,147948.734375,0.00346530834212899,0.205402851104736,0.253018945455551,30263.123046875,25952.30859375,27686.083984375,71718.9765625,0.229298248887062,0.845556080341339,0.762637376785278,0.486729472875595,0.0603928826749325,0.0410887226462364,297.708083333333,0.24794764816761,0.254915744066238,0.246003344655037,"Interpolated","Benchmark","Market-based","Regular","Regular",NA,NA,0.56067818403244,0.299979329109192,0.37884658575058,0.0327744744718075,-0.0779117122292519,-0.1943668872118,0.342060118913651,0.276739597320557,0.108664855360985,0.47790390253067,0.485343217849731,0.184707418084145,0.392274558544159,10.3176851891178,-1.47273172592432,2.4169718649407,3.08405660205927,3.94730163874919,3.42702873133634,NA,2313.83987253332
"Uganda","UGA",1992,NA,33.0521440510063,48.20294349,"Sub-Saharan Africa","Low income",NA,"Uganda","Uganda Shilling",16225.8125,16505.671875,18.561674,4.93423795700073,NA,1.49752426147461,14756.15625,16958.041015625,16363.912109375,16456.646484375,23609.94140625,NA,NA,NA,15520.75390625,16754.521484375,16560.751953125,19899.9921875,NA,NA,NA,NA,NA,0.0556961260735989,1133.83433333333,0.214358434081078,0.229724705219269,0.228430181741714,"Extrapolated","Benchmark","Market-based","Regular",NA,NA,NA,0.772739827632904,0.133799061179161,0.123928621411324,0.0239682178944349,-0.0260712523013353,-0.0283645503222942,0.216629132628441,0.332703411579132,0.200199812650681,0.466488271951675,0.49845078587532,0.297184199094772,NA,9.64993336899105,NA,1.59619824495411,NA,3.4980864371438,3.87542008744923,NA,3345.13090346233
"Ukraine","UKR",1992,NA,45.9686071925293,20.85197695,"Europe & Central Asia","Lower middle income",NA,"Ukraine","Hryvnia",524731.6875,524222,51.415965,24.0291728973389,NA,2.83468174934387,355540.0625,483579.84375,493263.90625,494942.6875,3017705.75,NA,NA,NA,744382.6875,378375.34375,643031.25,8582038,NA,NA,NA,0.530049204826355,0.0465984158217907,0.0297746788710356,0.00064138650809589,0.14497834444046,0.164743110537529,0.16418431699276,"Extrapolated","Benchmark","Estimated","Regular","Regular",NA,NA,0.397830814123154,0.258696168661118,0.320515125989914,0.0359421223402023,-0.0290273316204548,0.0160430949181318,0.192131116986275,0.219625756144524,0.0864512473344803,0.393496721982956,0.466931164264679,0.142390668392181,NA,13.5203105464943,NA,3.17926862956961,NA,3.82795871117618,3.0374487614957,NA,21816.0650905323
"Uzbekistan","UZB",1992,NA,NA,35.13918535,"Europe & Central Asia","Lower middle income",NA,"Uzbekistan","Uzbekistan Sum",98173.4375,100480.625,21.375119,8.18129444122314,NA,NA,78749.6796875,94053.453125,81505.1640625,83092.703125,130249.1484375,NA,NA,NA,102394.15625,92044.8046875,103007.953125,138071.5,NA,NA,NA,0.470142990350723,0.166352599859238,0.0316478349268436,0.0322812911822729,0.145838722586632,0.202560320496559,0.198690250515938,"Extrapolated","Benchmark","Estimated","Regular","Regular",NA,NA,0.463627457618713,0.184177130460739,0.484105348587036,0.0381991378962994,-0.0474186390638351,-0.122690424323082,0.225777730345726,0.49443644285202,0.069281168282032,0.436004966497421,0.482244670391083,0.293758153915405,NA,11.536584922088,NA,2.1018503827436,NA,NA,3.55931689950787,NA,12281.7514663337
